Race	Rnk	Rider	Team	UCI	Pnt	Time
MSR	25	 Zimmermann Georg	Lotto Intermarché	30	15	,,
MSR	26	 Schachmann Maximilian	Soudal Quick-Step	30	14	,,
MSR	27	 Asgreen Kasper	EF Education - EasyPost	30	13	,,
MSR	28	 McNulty Brandon	UAE Team Emirates - XRG	30	12	,,
MSR	29	 Braz Afonso Clément	Groupama - FDJ United	30	11	,,
MSR	30	 Valgren Michael	EF Education - EasyPost	30	10	,,
MSR	31	 Schmid Mauro	Team Jayco AlUla	15	9	,,
MSR	32	 Honoré Mikkel Frølich	EF Education - EasyPost	15	8	,,
MSR	33	 Ganna Filippo	INEOS Grenadiers	15	7	,,
MSR	34	 Donovan Mark	Pinarello Q36.5 Pro Cycling Team	15	6	,,
MSR	35	 Tesfatsion Natnael	Movistar Team	15	5	,,
MSR	36	 Labrosse Jordan	Decathlon CMA CGM Team	15	5	,,
MSR	37	 Roglič Primož	Red Bull - BORA - hansgrohe	15	5	,,
MSR	38	 Ciccone Giulio	Lidl - Trek	15	5	,,
MSR	39	 Covi Alessandro	Team Jayco AlUla	15	5	,,
MSR	40	 Pellizzari Giulio	Red Bull - BORA - hansgrohe	15	5	00:10
MSR	41	 Alaphilippe Julian	Tudor Pro Cycling Team	15	5	00:23
MSR	42	 Jorgenson Matteo	Team Visma | Lease a Bike	15	5	00:42
MSR	43	 Slock Liam	Lotto Intermarché	15	5	01:41
MSR	44	 Bagioli Andrea	Lidl - Trek	15	5	02:07
MSR	45	 Sobrero Matteo	Lidl - Trek	15	5	,,
MSR	46	 Van den Bossche Fabio	Soudal Quick-Step	15	5	02:58
MSR	47	 Ballerini Davide	XDS Astana Team	15	5	03:00
MSR	48	 Bais Mattia	Team Polti VisitMalta	15	5	,,
MSR	49	 García Cortina Iván	Movistar Team	15	5	03:03
MSR	50	 Meris Sergio	Unibet Rose Rockets	15	5	03:17
MSR	51	 Pluimers Rick	Tudor Pro Cycling Team	10	5	03:45
MSR	52	 Wright Fred	Pinarello Q36.5 Pro Cycling Team	10	5	,,
MSR	53	 Maestri Mirco 	Team Polti VisitMalta	10	5	,,
MSR	54	 Turconi Filippo	Bardiani CSF 7 Saber	10	5	,,
MSR	55	 Paletti Luca	Bardiani CSF 7 Saber	10	5	,,
MSR	56	 Venturini Clément	Unibet Rose Rockets	5	5	,,
MSR	57	 Kubiš Lukáš	Unibet Rose Rockets	5	5	,,
MSR	58	 Blume Levy William	Uno-X Mobility	5	5	,,
MSR	59	 Muñoz Francisco	Team Polti VisitMalta	5	5	,,
MSR	60	 Degenkolb John	Team Picnic PostNL	5	5	,,
MSR	61	 Lonardi Giovanni	Team Polti VisitMalta		5	,,
MSR	62	 Wærenskjold Søren	Uno-X Mobility		5	,,
MSR	63	 Fedorov Yevgeniy	XDS Astana Team		5	,,
MSR	64	 Conforti Lorenzo	Bardiani CSF 7 Saber		5	,,
MSR	65	 Dhondt Robbe	Team Picnic PostNL		5	,,
MSR	66	 Koerdt Bjorn	Team Picnic PostNL		5	,,
MSR	67	 Rex Laurenz	Soudal Quick-Step		5	,,
MSR	68	 Foldager Anders	Team Jayco AlUla		5	,,
MSR	69	 Philipsen Jasper	Alpecin-Premier Tech		5	,,
MSR	70	 Ridolfo Filippo	Team Novo Nordisk		5	,,
MSR	71	 Belletta Dario Igor 	Team Polti VisitMalta		5	,,
MSR	72	 Pedersen Casper	Soudal Quick-Step		5	,,
MSR	73	 de Vries Hartthijs	Unibet Rose Rockets		5	,,
MSR	74	 Ourselin Paul	Cofidis		5	,,
MSR	75	 Borgo Alessandro	Bahrain - Victorious		5	,,
MSR	76	 Zamperini Edoardo	Cofidis		5	,,
MSR	77	 Resell Erik Nordsæter	Uno-X Mobility		5	,,
MSR	78	 Planckaert Edward	Alpecin-Premier Tech		5	,,
MSR	79	 Van Moer Brent	Pinarello Q36.5 Pro Cycling Team		5	,,
MSR	80	 Magnier Paul	Soudal Quick-Step		5	,,
MSR	81	 Gautherat Pierre	Decathlon CMA CGM Team		5	,,
MSR	82	 Neilands Krists	NSN Cycling Team		5	,,
MSR	83	 Mihkels Madis	EF Education - EasyPost		5	,,
MSR	84	 Ermakov Roman	Bahrain - Victorious		5	,,
MSR	85	 Sütterlin Jasha	Team Jayco AlUla		5	,,
MSR	86	 Izquierdo Clément	Cofidis		5	,,
MSR	87	 Dinham Matthew	Team Picnic PostNL		5	,,
MSR	88	 Rutsch Jonas	Lotto Intermarché		5	,,
MSR	89	 Miquel Pau	Bahrain - Victorious		5	,,
MSR	90	 O'Brien Kelland	Team Jayco AlUla		5	,,
MSR	91	 Lamperti Luke	EF Education - EasyPost		5	,,
MSR	92	 Maciejuk Filip	Movistar Team		5	,,
MSR	93	 Meurisse Xandro	Pinarello Q36.5 Pro Cycling Team		5	,,
MSR	94	 Johannink Jelle	Unibet Rose Rockets		5	,,
MSR	95	 Skaarseth Anders	Uno-X Mobility		5	,,
MSR	96	 Pacher Quentin	Groupama - FDJ United		5	,,
MSR	97	 Rota Lorenzo	Lotto Intermarché		5	,,
MSR	98	 Naesen Oliver	Decathlon CMA CGM Team		5	,,
MSR	99	 Stork Florian	Tudor Pro Cycling Team		5	,,
MSR	100	 Van Boven Luca	Lotto Intermarché		5	,,
MSR	101	 Smith Dion	NSN Cycling Team		5	,,
MSR	102	 Schultz Nick	NSN Cycling Team		5	,,
MSR	103	 Bettiol Alberto	XDS Astana Team		5	,,
MSR	104	 Caruso Damiano	Bahrain - Victorious		5	,,
MSR	105	 Haig Jack	INEOS Grenadiers		5	,,
MSR	106	 Pietrobon Andrea	Team Polti VisitMalta		5	,,
MSR	107	 Kopecký Tomáš	Unibet Rose Rockets		5	,,
MSR	108	 Girmay Biniam	NSN Cycling Team		5	,,
MSR	109	 Juul-Jensen Christopher	Team Jayco AlUla		5	,,
MSR	110	 del Toro Isaac	UAE Team Emirates - XRG		5	04:01
MSR	111	 Cort Magnus	Uno-X Mobility		5	,,
MSR	112	 Miholjević Fran	Bahrain - Victorious		5	04:08
MSR	113	 Ferron Valentin	Cofidis		5	04:18
MSR	114	 Kielich Timo	Team Visma | Lease a Bike		5	04:47
MSR	115	 Peace Oliver	Team Picnic PostNL		5	04:52
MSR	116	 Haller Marco	Tudor Pro Cycling Team		5	05:01
MSR	117	 Vacek Mathias	Lidl - Trek		5	05:49
MSR	118	 Colnaghi Luca	Bardiani CSF 7 Saber		5	,,
MSR	119	 Poels Wout	Unibet Rose Rockets		5	05:59
MSR	120	 Campenaerts Victor	Team Visma | Lease a Bike		5	06:15
MSR	121	 Fisher-Black Finn	Red Bull - BORA - hansgrohe		5	06:29
MSR	122	 Thomas Benjamin	Cofidis		5	06:37
MSR	123	 Moscon Gianni	Red Bull - BORA - hansgrohe		5	07:13
MSR	124	 Sweeny Harry	EF Education - EasyPost		5	,,
MSR	125	 Tarling Joshua	INEOS Grenadiers		5	,,
MSR	126	 Côté Pier-André	NSN Cycling Team		5	07:42
MSR	127	 Askey Lewis	NSN Cycling Team		5	,,
MSR	128	 Vinokurov Nicolas	XDS Astana Team		5	09:07
MSR	129	 Kragh Andersen Søren	Lidl - Trek		5	09:12
MSR	130	 Manenti Marco	Bardiani CSF 7 Saber		5	,,
MSR	131	 Vermeersch Florian	UAE Team Emirates - XRG		5	11:14
MSR	132	 Großschartner Felix	UAE Team Emirates - XRG		5	,,
MSR	133	 Artz Huub	Lotto Intermarché		5	,,
MSR	134	 Raccagni Gabriele	Team Polti VisitMalta		5	,,
MSR	135	 Sunekær Norsgaard Mathias	Lidl - Trek		5	,,
MSR	136	 Doull Owain	Team Visma | Lease a Bike		5	11:50
MSR	137	 Russo Clément	Groupama - FDJ United		5	13:03
MSR	138	 MacKellar Alastair	EF Education - EasyPost		5	,,
MSR	139	 Polga Antonio	Team Novo Nordisk		5	14:35
MSR	140	 Brand Sam	Team Novo Nordisk		5	,,
MSR	141	 Armitt Hamish	Team Novo Nordisk		5	,,
MSR	142	 van den Broek Frank	Team Picnic PostNL		5	,,
MSR	143	 Milesi Lorenzo 	Movistar Team		5	,,
MSR	144	 Affini Edoardo	Team Visma | Lease a Bike		5	15:04
MSR	145	 Holter Ådne	Uno-X Mobility		5	,,
MSR	146	 Gudmestad Tord	Decathlon CMA CGM Team		5	,,
MSR	147	 Marsman Tim	Alpecin-Premier Tech		5	,,
MSR	148	 Cattaneo Mattia	Red Bull - BORA - hansgrohe		5	,,
MSR	149	 van Poppel Danny	Red Bull - BORA - hansgrohe		5	,,
MSR	150	 Verstrynge Emiel	Alpecin-Premier Tech		5	,,
MSR	151	 Laurance Axel	INEOS Grenadiers		5	,,
MSR	152	 Jacobs Johan	Groupama - FDJ United		5	,,
MSR	153	 Geniets Kevin	Groupama - FDJ United		5	16:11
MSR	154	 Dillier Silvan	Alpecin-Premier Tech		5	,,
MSR	155	 Syritsa Gleb	XDS Astana Team		5	16:23
MSR	156	 Kluckers Arthur	Tudor Pro Cycling Team		5	,,
MSR	157	 Poli Umberto	Team Novo Nordisk		5	,,
MSR	158	 Isidore Noa	Decathlon CMA CGM Team		5	,,
MSR	159	 Swift Connor	INEOS Grenadiers		5	,,
MSR	160	 Eriksson Jacob	Tudor Pro Cycling Team		5	,,
MSR	161	 Reinderink Pepijn	Soudal Quick-Step		5	,,
MSR	162	 Turner Ben	INEOS Grenadiers		5	,,
MSR	163	 Tarozzi Manuele 	Bardiani CSF 7 Saber		5	,,
MSR	164	 Moro Manlio 	Movistar Team		5	17:48
MSR	165	 Azparren Xabier Mikel	Pinarello Q36.5 Pro Cycling Team		5	,,
MSR	166	 Gogl Michael	Alpecin-Premier Tech		5	18:57
MSR	167	 Marcellusi Martin 	Bardiani CSF 7 Saber		5	,,
MSR	168	 Faure Prost Alexy 	Team Picnic PostNL		5	19:54
MSR	DNF	 Christen Jan	UAE Team Emirates - XRG			
MSR	DNF	 Novak Domen	UAE Team Emirates - XRG			
MSR	DNF	 Camprubí Marcel	Pinarello Q36.5 Pro Cycling Team			
MSR	DNF	 Kwiatkowski Michał	INEOS Grenadiers			
MSR	DNF	 Peron Andrea 	Team Novo Nordisk			
MSR	DNF	 Lozano David 	Team Novo Nordisk			
MSR	DNF	 Aular Orluis	Movistar Team			
BDP	1	 Groenewegen Dylan	Unibet Rose Rockets	400	225	04:15:57
BDP	2	 Philipsen Jasper	Alpecin-Premier Tech	320	150	,,
BDP	3	 Kanter Max	XDS Astana Team	260	110	,,
BDP	4	 Aniołkowski Stanisław 	Cofidis	220 -10	90	,,
BDP	5	 Mozzato Luca	Tudor Pro Cycling Team	180	80	,,
BDP	6	 Bittner Pavel	Team Picnic PostNL	140	70	,,
BDP	7	 García Cortina Iván	Movistar Team	120	60	,,
BDP	8	 Rex Laurenz	Soudal Quick-Step	100	50	,,
BDP	9	 Lamperti Luke	EF Education - EasyPost	80	46	,,
BDP	10	 De Schuyteneer Steffen	Lotto Intermarché	68	42	,,
BDP	11	 Penhoët Paul	Groupama - FDJ United	56	38	,,
BDP	12	 Teutenberg Tim Torn	Lidl - Trek	48	34	,,
BDP	13	 Eržen Žak	Bahrain - Victorious	40	30	,,
BDP	14	 Wærenskjold Søren	Uno-X Mobility	32	26	,,
BDP	15	 Vermeersch Florian	UAE Team Emirates - XRG	28	22	,,
BDP	16	 Hofstetter Hugo	NSN Cycling Team	24	20	,,
BDP	17	 Bol Cees	Decathlon CMA CGM Team	24	18	,,
BDP	18	 Turner Ben	INEOS Grenadiers	24	17	,,
BDP	19	 Ballerini Davide	XDS Astana Team	24	16	,,
BDP	20	 Van Tricht Floris	NSN Cycling Team	24	15	,,
BDP	21	 Dewulf Stan	Decathlon CMA CGM Team	16	14	,,
BDP	22	 Gate Aaron	XDS Astana Team	16	13	,,
BDP	23	 Bévort Carl-Frederik	Uno-X Mobility	16	12	,,
BDP	24	 Huens Axel	Groupama - FDJ United	16	11	,,
BDP	25	 Van Gestel Dries	Soudal Quick-Step	16	10	,,
BDP	26	 Jacobs Johan	Groupama - FDJ United	16	9	,,
BDP	27	 Geens Jonas	Alpecin-Premier Tech	16	8	,,
BDP	28	 Van Lerberghe Bert	Soudal Quick-Step	16	7	,,
BDP	29	 Resell Erik Nordsæter	Uno-X Mobility	16	6	,,
BDP	30	 Syritsa Gleb	XDS Astana Team	16	5	,,
BDP	31	 Mouris Wessel	Unibet Rose Rockets	8	5	00:06
BDP	32	 Thijssen Gerben	Alpecin-Premier Tech	8	5	,,
BDP	33	 Feldmann Karsten Larsen	Unibet Rose Rockets	8	5	00:08
BDP	34	 Consonni Simone	Lidl - Trek	8	5	,,
BDP	35	 Froidevaux Robin	Tudor Pro Cycling Team	8	5	00:10
BDP	36	 Lampaert Yves	Soudal Quick-Step	8	5	,,
BDP	37	 Mihkels Madis	EF Education - EasyPost	8	5	,,
BDP	38	 Theuns Edward	Lidl - Trek	8	5	00:15
BDP	39	 Giddings Joshua	Lotto Intermarché	8	5	00:19
BDP	40	 Heiduk Kim	INEOS Grenadiers	8	5	00:23
BDP	41	 Van den Bossche Fabio	Soudal Quick-Step	8	5	00:24
BDP	42	 Toneatti Davide	XDS Astana Team	8	5	00:39
BDP	43	 Walscheid Max	Lidl - Trek	8	5	00:48
BDP	44	 Maciejuk Filip	Movistar Team	8	5	,,
BDP	45	 van Sintmaartensdijk Roel	Lotto Intermarché	8	5	,,
BDP	46	 Flynn Sean	Team Picnic PostNL	8	5	,,
BDP	47	 Renard-Haquin Henri-François	Team Picnic PostNL	8	5	,,
BDP	48	 Braet Vito	Lotto Intermarché	8	5	,,
BDP	49	 van den Berg Julius	Team Picnic PostNL	8	5	,,
BDP	50	 Watson Samuel	INEOS Grenadiers	8	5	,,
BDP	51	 Hesters Jules	Team Flanders - Baloise	4	5	,,
BDP	52	 Oliveira Rui	UAE Team Emirates - XRG	4	5	,,
BDP	53	 Mezgec Luka	Team Jayco AlUla	4	5	01:33
BDP	54	 Marsman Tim	Alpecin-Premier Tech	4	5	,,
BDP	55	 Müller Tobias	Unibet Rose Rockets	4	5	02:04
BDP	56	 Märkl Niklas	Team Picnic PostNL	2	5	,,
BDP	57	 Blikra Erlend	Uno-X Mobility	2	5	02:27
BDP	58	 Jeannière Emilien	TotalEnergies	2	5	,,
BDP	59	 Skerl Daniel	Bahrain - Victorious	2	5	,,
BDP	60	 Einhorn Itamar	NSN Cycling Team	2	5	,,
BDP	61	 Macías César	Burgos Burpellet BH		5	,,
BDP	62	 Barthe Cyril	Groupama - FDJ United		5	,,
BDP	63	 Simmons Colby	EF Education - EasyPost		5	,,
BDP	64	 Pollefliet Gianluca	Decathlon CMA CGM Team		5	,,
BDP	65	 Naberman Tim	Team Picnic PostNL		5	,,
BDP	66	 Pedersen Henrik	Uno-X Mobility		5	,,
BDP	67	 Thierry Pierre	TotalEnergies		5	,,
BDP	68	 Giaimi Luca	UAE Team Emirates - XRG		5	,,
BDP	69	 Biermans Jenthe	Cofidis		5	,,
BDP	70	 De Pestel Sander	Decathlon CMA CGM Team		5	,,
BDP	71	 Schwarzbacher Matthias	EF Education - EasyPost		5	,,
BDP	72	 Livyns Arjen	XDS Astana Team		5	,,
BDP	73	 Beullens Cedric	Lotto Intermarché		5	02:32
BDP	74	 De Pooter Dries	Team Jayco AlUla		5	,,
BDP	75	 Gudmestad Tord	Decathlon CMA CGM Team		5	,,
BDP	76	 Vervenne Jonathan	Soudal Quick-Step		5	,,
BDP	77	 Sénéchal Florian	Alpecin-Premier Tech		5	,,
BDP	78	 Mikutis Aivaras	Tudor Pro Cycling Team		5	,,
BDP	79	 Taminiaux Lionel	Lotto Intermarché		5	,,
BDP	80	 Laengen Vegard Stake	UAE Team Emirates - XRG		5	,,
BDP	81	 Swift Connor	INEOS Grenadiers		5	,,
BDP	82	 Van den Haute Milan	Team Flanders - Baloise		5	,,
BDP	83	 Canal Carlos	Movistar Team		5	,,
BDP	84	 Johansen Julius	UAE Team Emirates - XRG		5	,,
BDP	85	 Stockwell Oliver	Bahrain - Victorious		5	,,
BDP	86	 Ingebrigtsen Storm 	Uno-X Mobility	-25	5	,,
BDP	87	 O'Brien Kelland	Team Jayco AlUla		5	02:38
BDP	88	 Leroux Samuel	TotalEnergies		5	,,
BDP	89	 Larsen Niklas	Unibet Rose Rockets		5	02:39
BDP	90	 Donaldson Robert	Team Jayco AlUla		5	02:40
BDP	91	 Kelemen Petr	Tudor Pro Cycling Team		5	03:30
BDP	92	 Dauphin Florian	TotalEnergies		5	03:52
BDP	93	 Kolze Changizi Sebastian	Tudor Pro Cycling Team		5	,,
BDP	94	 Geeraerts Ferre	Team Flanders - Baloise		5	04:04
BDP	95	 Vangheluwe Warre	Soudal Quick-Step		5	,,
BDP	96	 Shmidt Artem	INEOS Grenadiers		5	05:12
BDP	97	 Gradek Kamil	Bahrain - Victorious		5	08:00
BDP	98	 Herregodts Rune	UAE Team Emirates - XRG		5	,,
BDP	99	 Raisberg Nadav	NSN Cycling Team		5	,,
BDP	100	 Aular Orluis	Movistar Team		5	,,
BDP	101	 Vergaerde Otto	Lidl - Trek		5	,,
BDP	DNF	 Gautherat Pierre	Decathlon CMA CGM Team			
BDP	DNF	 Dehairs Simon	Alpecin-Premier Tech			
BDP	DNF	 Rickaert Jonas	Alpecin-Premier Tech			
BDP	DNF	 Koyama Tomoya	Burgos Burpellet BH			
BDP	DNF	 Álvarez Rodrigo	Burgos Burpellet BH			
BDP	DNF	 Bouglas Georgios	Burgos Burpellet BH			
BDP	DNF	 Cavia Daniel	Burgos Burpellet BH			
BDP	DNF	 Kmínek Vojtěch	Burgos Burpellet BH			
BDP	DNF	 Mayer Alexandre	Burgos Burpellet BH			
BDP	DNF	 Charret Camille	Cofidis			
BDP	DNF	 Kirsch Alex	Cofidis			
BDP	DNF	 Maas Jan	Cofidis			
BDP	DNF	 Renard Alexis	Cofidis			
BDP	DNF	 Manzin Lorrenzo	TotalEnergies			
BDP	DNF	 Marcerou Nicola	TotalEnergies			
BDP	DNF	 Tesson Jason	TotalEnergies			
BDP	DNF	 Milan Matteo	Groupama - FDJ United			
BDP	DNF	 Bower Lewis	Groupama - FDJ United			
BDP	DNF	 Fontaine Titouan	Groupama - FDJ United			
BDP	DNF	 Durbridge Luke	Team Jayco AlUla			
BDP	DNF	 Krijnsen Jelte	Team Jayco AlUla			
BDP	DNF	 Capiot Amaury	Team Jayco AlUla			
BDP	DNF	 Molano Juan Sebastián	UAE Team Emirates - XRG			
BDP	DNF	 Sunekær Norsgaard Mathias	Lidl - Trek			
BDP	DNF	 Söderqvist Jakob	Lidl - Trek			
BDP	DNF	 Fedorov Yevgeniy	XDS Astana Team			
BDP	DNF	 Jakobsen Fabio	Team Picnic PostNL			
BDP	DNF	 Fredheim Stian	Uno-X Mobility			
BDP	DNF	 Welsford Sam	INEOS Grenadiers			
BDP	DNF	 Hamilton Lucas	INEOS Grenadiers			
BDP	DNF	 Crabbe Tom	Team Flanders - Baloise			
BDP	DNF	 Huysmans Nolan	Team Flanders - Baloise			
BDP	DNF	 Torney Artuur	Team Flanders - Baloise			
BDP	DNF	 Vandenbranden Noah	Team Flanders - Baloise			
BDP	DNF	 Serrano Gonzalo	Movistar Team			
BDP	DNF	 Milesi Lorenzo	Movistar Team			
BDP	DNF	 Torres Albert	Movistar Team			
BDP	DNF	 Orins Robin	Lotto Intermarché			
BDP	DNF	 Kogut Oded	NSN Cycling Team			
BDP	DNF	 Tene Rotem	NSN Cycling Team			
BDP	DNF	 Bauhaus Phil	Bahrain - Victorious			
BDP	DNF	 Bruttomesso Alberto	Bahrain - Victorious			
BDP	DNF	 Valter Attila	Bahrain - Victorious			
BDP	DNF	 Albanese Vincenzo	EF Education - EasyPost			
BDP	DNF	 Honoré Mikkel Frølich	EF Education - EasyPost			
BDP	DNF	 van den Berg Marijn	EF Education - EasyPost			
BDP	DNF	 Lienhard Fabian	Tudor Pro Cycling Team			
BDP	DNF	 Suter Joel	Tudor Pro Cycling Team			
BDP	DNF	 Reinders Elmar	Unibet Rose Rockets			
BDP	DNF	 Stockman Abram	Unibet Rose Rockets			
BDP	DNS	 Ghys Robbe	Decathlon CMA CGM Team			
BDP	DNS	 Fretin Milan	Cofidis			
BDP	DNS	 Mullen Ryan	NSN Cycling Team			

